Participant	Stimulus	StimType	StimNum	PostV	PostA	PreV	PreA	t	dt	p
P05	Pos2	Pos	2	13	6	2	6	655.104	206.096	5
P05	Pos4	Pos	4	14	1	13	6	820.316	165.212	4
P05	Pos3	Pos	3	14	5	14	1	1080.744	260.428	4
P05	Neg1	Neg	1	4	6	14	5	1284.084	203.34	6
P05	Neg5	Neg	5	2	6	4	6	1509.596	225.512	6
P06	Neg5	Neg	5	2	5	9	5	183.448	183.448	4
P06	Pos4	Pos	4	12	5	2	5	318.748	135.3	3
P06	Pos2	Pos	2	14	7	12	5	494.356	175.608	6
P06	Neg1	Neg	1	4	7	14	7	637.496	143.14	5
P06	Neg4	Neg	4	4	5	4	7	770.672	133.176	3
P06	Neu1	Neu	1	8	3	4	5	901.988	131.316	1
P06	Pos3	Pos	3	14	7	8	3	1096.132	194.144	5
P07	Neu1	Neu	1	9	2	10	5	241.9832	241.9832	3
P07	Pos3	Pos	3	13	6	9	2	615.0787	373.0955	4
P07	Pos2	Pos	2	11	3	13	6	849.5743	234.4955	3
P07	Neg4	Neg	4	5	3	11	3	1170.414	320.84	2
P07	Pos4	Pos	4	6	4	5	3	1437.158	266.744	1
P07	Neg1	Neg	1	7	5	6	4	1720.410	283.252	3
P07	Neg5	Neg	5	3	5	7	5	2012.862	292.452	3
P09	Pos3	Pos	3	9	4	11	3	173.272	173.272	1
P09	Neg5	Neg	5	4	6	9	4	353.904	180.632	1
P09	Pos4	Pos	4	13	2	4	6	503.184	149.28	1
P09	Pos2	Pos	2	11	2	13	2	646.848	143.664	2
P09	Neg1	Neg	1	6	6	11	2	818.188	171.34	3
P09	Neg4	Neg	4	6	5	6	6	944.308	126.12	2
P09	Neu1	Neu	1	11	2	6	5	1063.152	118.844	1
P10	Neu1	Neu	1	8	2	12	5	159.58	159.58	1
P10	Pos3	Pos	3	13	3	8	2	444.528	284.948	5
P10	Pos2	Pos	2	13	5	13	3	716.312	271.784	5
P10	Neg4	Neg	4	11	5	13	5	871.652	155.34	5
P10	Pos4	Pos	4	14	4	11	5	1080.752	209.1	5
P10	Neg1	Neg	1	14	6	14	4	1360.216	279.464	1
P10	Neg5	Neg	5	8	6	14	6	1683.28	323.064	2
P11	Pos2	Pos	2	14	7	12	6	160.5241	160.5241	7
P11	Pos4	Pos	4	12	6	14	7	369.3721	208.848	5
P11	Neu1	Neu	1	12	4	12	6	616.6521	247.28	5
P11	Pos3	Pos	3	14	6	12	4	902.048	285.396	7
P11	Neg5	Neg	5	2	7	14	6	1135.684	233.636	5
P11	Neg1	Neg	1	3	5	2	7	1328.424	192.74	5
P11	Neg4	Neg	4	4	5	3	5	1552.304	223.88	3
P12	Neg4	Neg	4	5	4	10	6	104.336	104.336	6
P12	Pos2	Pos	2	10	5	5	4	233.012	128.676	6
P12	Neg5	Neg	5	6	3	10	5	320.168	87.156	4
P12	Neg1	Neg	1	7	4	6	3	435.28	115.112	7
P12	Pos3	Pos	3	9	6	7	4	562.728	127.448	5
P12	Neu1	Neu	1	8	5	9	6	595.596	32.868	3
P12	Pos4	Pos	4	10	5	8	5	681.536	85.94	4
P13	Pos2	Pos	2	10	5	9	4	171.736	171.736	1
P13	Neg1	Neg	1	6	5	10	5	328.372	156.636	2
P13	Pos3	Pos	3	8	3	6	5	539.968	211.596	1
P13	Neg5	Neg	5	3	5	8	3	703.18	163.212	1
P13	Neg4	Neg	4	6	3	3	5	881.62	178.44	1
P13	Pos4	Pos	4	11	5	6	3	1017.688	136.068	6
P13	Neu1	Neu	1	4	4	11	5	1166.328	148.64	1
P14	Pos3	Pos	3	13	6	8	3	281.1655	281.1655	1
P14	Pos4	Pos	4	14	4	13	6	533.5815	252.416	3
P14	Neg1	Neg	1	8	7	14	4	764.1295	230.548	6
P14	Pos2	Pos	2	14	6	8	7	1027.693	263.564	3
P14	Neu1	Neu	1	12	5	14	6	1188.808	161.1147	3
P14	Neg5	Neg	5	3	5	12	5	1450.868	262.06	3
P14	Neg4	Neg	4	3	5	3	5	1664.64	213.772	5
P15	Neu1	Neu	1	7	5	8	5	137.776	137.776	1
P15	Pos4	Pos	4	12	6	7	5	280.068	142.292	1
P15	Neg5	Neg	5	2	5	12	6	409.068	129	1
P15	Neg4	Neg	4	3	2	2	5	518.84	109.772	1
P15	Pos2	Pos	2	13	3	3	2	680.292	161.452	1
P15	Neg1	Neg	1	8	1	13	3	800.48	120.188	1
P15	Pos3	Pos	3	14	2	8	1	1067.372	266.892	1
P16	Neg4	Neg	4	2	5	10	5	186.98	186.98	6
P16	Pos2	Pos	2	13	2	2	5	432.052	245.072	4
P16	Neg5	Neg	5	3	2	13	2	651.072	219.02	6
P16	Neg1	Neg	1	3	6	3	2	900.512	249.44	6
P16	Pos3	Pos	3	10	3	3	6	1208.14	307.628	3
P16	Neu1	Neu	1	8	1	10	3	1361.992	153.852	2
P16	Pos4	Pos	4	12	6	8	1	1545.004	183.012	6
P17	Neg4	Neg	4	3	4	8	5	129.88	129.88	2
P17	Pos2	Pos	2	14	5	3	4	281.284	151.404	2
P17	Neg5	Neg	5	7	6	14	5	418.12	136.836	7
P17	Neg1	Neg	1	9	7	7	6	572.248	154.128	7
P17	Pos3	Pos	3	14	1	9	7	798.672	226.424	2
P17	Neu1	Neu	1	8	4	14	1	898.08	99.408	1
P17	Pos4	Pos	4	13	5	8	4	1042.26	144.18	7
P18	Pos4	Pos	4	11	5	5	3	152.576	152.576	2
P18	Neg1	Neg	1	11	6	11	5	342.564	189.988	6
P18	Pos3	Pos	3	8	4	11	6	589.816	247.252	3
P18	Pos2	Pos	2	7	3	8	4	764.96	175.144	3
P18	Neu1	Neu	1	10	2	7	3	941.348	176.388	1
P18	Neg4	Neg	4	5	3	10	2	1083.076	141.728	5
P18	Neg5	Neg	5	3	2	5	3	1244.16	161.084	1
P19	Pos4	Pos	4	14	6	12	7	518.328	518.328	7
P19	Neu1	Neu	1	11	2	14	6	727.524	209.196	1
P19	Neg5	Neg	5	2	6	11	2	1109.784	382.26	6
P19	Pos3	Pos	3	14	5	2	6	1608.696	498.912	6
P19	Neg1	Neg	1	5	4	14	5	1923.316	314.62	7
P19	Neg4	Neg	4	2	7	5	4	2177.584	254.268	2
P19	Pos2	Pos	2	14	1	2	7	2477.728	300.144	6
P20	Neg4	Neg	4	3	6	12	5	294.064	294.064	7
P20	Pos4	Pos	4	14	2	3	6	573.176	279.112	1
P20	Neg5	Neg	5	6	6	14	2	881.028	307.852	7
P20	Neu1	Neu	1	8	3	6	6	1098.944	217.916	1
P20	Pos2	Pos	2	14	6	8	3	1311.621	212.6774	2
P20	Pos3	Pos	3	14	2	14	6	1615.047	303.4259	1
P20	Neg1	Neg	1	8	4	14	2	1855.355	240.308	7
P21	Pos4	Pos	4	8	5	8	5	239.68	239.68	4
P21	Neg1	Neg	1	6	6	8	5	459.384	219.704	7
P21	Neg5	Neg	5	4	6	6	6	728.352	268.968	5
P21	Pos2	Pos	2	5	4	4	6	971.492	243.14	1
P21	Neg4	Neg	4	6	5	5	4	1168.596	197.104	5
P21	Neu1	Neu	1	8	2	6	5	1288.604	120.008	1
P21	Pos3	Pos	3	5	4	8	2	1555.688	267.084	1
P22	Neu1	Neu	1	11	4	9	3	146.752	146.752	1
P22	Pos3	Pos	3	14	5	11	4	430.436	283.684	2
P22	Pos4	Pos	4	14	2	14	5	582.9	152.464	6
P22	Neg5	Neg	5	8	3	14	2	768.344	185.444	2
P22	Pos2	Pos	2	13	2	8	3	950.284	181.94	3
P22	Neg1	Neg	1	11	2	13	2	1123.684	173.4	3
P22	Neg4	Neg	4	8	3	11	2	1269.064	145.38	1
P23	Pos2	Pos	2	10	2	14	3	155.168	155.168	1
P23	Neg1	Neg	1	5	4	10	2	286.216	131.048	2
P23	Pos4	Pos	4	13	1	5	4	436.44	150.224	1
P23	Neg4	Neg	4	5	3	13	1	574.204	137.764	1
P23	Neg5	Neg	5	11	3	5	3	739.604	165.4	1
P23	Neu1	Neu	1	14	2	11	3	893.328	153.724	1
P23	Pos3	Pos	3	10	1	14	2	1180.884	287.556	1
P24	Pos4	Pos	4	7	4	14	6	193.572	193.572	2
P24	Pos2	Pos	2	14	6	7	4	412.08	218.508	6
P24	Pos3	Pos	3	13	5	14	6	679.56	267.48	5
P24	Neu1	Neu	1	12	3	13	5	881.464	201.904	5
P24	Neg1	Neg	1	6	7	12	3	1070.124	188.66	7
P24	Neg5	Neg	5	6	5	6	7	1238.216	168.092	5
P24	Neg4	Neg	4	8	4	6	5	1424.64	186.424	2
P25	Neg1	Neg	1	8	6	8	1	270.36	270.36	7
P25	Pos3	Pos	3	14	6	8	6	675.172	404.812	1
P25	Pos2	Pos	2	14	6	14	6	937.76	262.588	1
P25	Neg5	Neg	5	2	1	14	6	1201.436	263.676	1
P25	Neg4	Neg	4	2	7	2	1	1442.624	241.188	1
P25	Pos4	Pos	4	10	2	2	7	1662.216	219.592	1
P25	Neu1	Neu	1	8	6	10	2	1935.008	272.792	1
P26	Pos2	Pos	2	9	4	5	4	127.736	127.736	1
P26	Pos3	Pos	3	7	4	9	4	295.584	167.848	1
P26	Neg5	Neg	5	2	4	7	4	445.664	150.08	1
P26	Neg4	Neg	4	5	5	2	4	561.372	115.708	1
P26	Neu1	Neu	1	12	3	5	5	705.868	144.496	1
P26	Neg1	Neg	1	6	4	12	3	827.572	121.704	1
P26	Pos4	Pos	4	9	4	6	4	939.856	112.284	1
P27	Neu1	Neu	1	11	4	12	4	53.104	53.104	1
P27	Neg4	Neg	4	3	7	11	4	134.136	81.032	7
P27	Neg1	Neg	1	8	7	3	7	191.464	57.328	7
P27	Neg5	Neg	5	8	1	8	7	238.024	46.56	1
P27	Pos2	Pos	2	8	7	8	1	304.676	66.652	2
P27	Pos4	Pos	4	4	4	8	7	381.788	77.112	1
P27	Pos3	Pos	3	6	2	4	4	473.888	92.1	3
P28	Pos3	Pos	3	11	5	13	4	259.148	259.148	1
P28	Neg4	Neg	4	5	5	11	5	466.332	207.184	5
P28	Neg5	Neg	5	7	5	5	5	643.684	177.352	4
P28	Pos4	Pos	4	8	3	7	5	783.176	139.492	1
P28	Neu1	Neu	1	7	4	8	3	965.824	182.648	1
P28	Neg1	Neg	1	5	6	7	4	1128.348	162.524	3
P28	Pos2	Pos	2	11	4	5	6	1307.296	178.948	1
P29	Neu1	Neu	1	7	3	12	3	184.66	184.66	1
P29	Pos3	Pos	3	13	6	7	3	428.356	243.696	4
P29	Neg5	Neg	5	2	4	13	6	579.556	151.2	1
P29	Neg4	Neg	4	4	5	2	4	716.292	136.736	4
P29	Neg1	Neg	1	2	6	4	5	855.176	138.884	1
P29	Pos2	Pos	2	13	1	2	6	1012.98	157.804	4
P29	Pos4	Pos	4	13	1	13	1	1135.948	122.968	4
P30	Neg5	Neg	5	3	5	8	1	271.996	271.996	1
P30	Pos4	Pos	4	11	1	3	5	530.152	258.156	1
P30	Pos3	Pos	3	13	1	11	1	831.128	300.976	2
P30	Pos2	Pos	2	11	1	13	1	968.172	137.044	1
P30	Neg1	Neg	1	11	2	11	1	1200.868	232.696	1
P30	Neg4	Neg	4	11	1	11	2	1388.6	187.732	1
P30	Neu1	Neu	1	5	2	11	1	1423.04	34.44	3
P31	Pos3	Pos	3	13	2	12	3	416.396	416.396	7
P31	Pos4	Pos	4	14	2	13	2	636.484	220.088	5
P31	Neg1	Neg	1	14	2	14	2	870.264	233.78	7
P31	Pos2	Pos	2	13	3	14	2	1078.468	208.204	2
P31	Neu1	Neu	1	10	2	13	3	1216.628	138.16	1
P31	Neg5	Neg	5	3	3	10	2	1377.044	160.416	1
P31	Neg4	Neg	4	11	2	3	3	1537.376	160.332	1
P32	Neg1	Neg	1	6	6	11	2	182.708	182.708	7
P32	Neu1	Neu	1	12	3	6	6	343.012	160.304	3
P32	Pos3	Pos	3	14	2	12	3	670.632	327.62	5
P32	Neg5	Neg	5	3	5	14	2	865.848	195.216	7
P32	Neg4	Neg	4	7	3	3	5	1034.324	168.476	3
P32	Pos4	Pos	4	13	2	7	3	1180.264	145.94	1
P32	Pos2	Pos	2	14	2	13	2	1384.324	204.06	6
P33	Pos3	Pos	3	11	5	9	5	237.748	237.748	4
P33	Neg5	Neg	5	4	6	11	5	404.108	166.36	6
P33	Neu1	Neu	1	6	4	4	6	488.112	84.004	1
P33	Neg1	Neg	1	10	5	6	4	674.836	186.724	7
P33	Neg4	Neg	4	6	4	10	5	847.664	172.828	5
P33	Pos4	Pos	4	10	5	6	4	1060.812	213.148	2
P33	Pos2	Pos	2	10	5	10	5	1277.796	216.984	3
P34	Neg4	Neg	4	2	4	10	6	110.268	110.268	1
P34	Pos3	Pos	3	14	6	2	4	295.872	185.604	6
P34	Neg5	Neg	5	2	5	14	6	387.28	91.408	1
P34	Pos4	Pos	4	12	2	2	5	514.936	127.656	1
P34	Pos2	Pos	2	14	7	12	2	666.388	151.452	5
P34	Neu1	Neu	1	2	4	14	7	798.504	132.116	1
P34	Neg1	Neg	1	2	1	2	4	904.5	105.996	1
P35	Neu1	Neu	1	13	3	5	6	189.6429	189.6429	2
P35	Neg5	Neg	5	3	7	13	3	490.5709	300.928	7
P35	Neg1	Neg	1	5	7	3	7	742.2789	251.708	6
P35	Pos3	Pos	3	14	7	5	7	1066.556	324.2767	7
P35	Neg4	Neg	4	2	6	14	7	1304.256	237.7	5
P35	Pos4	Pos	4	14	6	2	6	1551.904	247.648	7
P35	Pos2	Pos	2	14	7	14	6	1857.744	305.84	7
P36	Pos4	Pos	4	11	5	8	5	208.492	208.492	1
P36	Pos2	Pos	2	13	5	11	5	426.244	217.752	2
P36	Neg4	Neg	4	2	6	13	5	659.352	233.108	7
P36	Neu1	Neu	1	8	3	2	6	825.422	166.07	2
P36	Neg5	Neg	5	2	6	8	3	1099.958	274.536	5
P36	Neg1	Neg	1	3	5	2	6	1328.01	228.052	1
P36	Pos3	Pos	3	12	6	3	5	1649.686	321.676	1
P37	Neg4	Neg	4	4	6	7	5	171.788	171.788	1
P37	Pos3	Pos	3	12	3	4	6	542.5	370.712	1
P37	Neg5	Neg	5	2	5	12	3	818.764	276.264	1
P37	Pos4	Pos	4	8	5	2	5	1032.6	213.836	1
P37	Pos2	Pos	2	10	3	8	5	1291.172	258.572	1
P37	Neu1	Neu	1	8	6	10	3	1434.868	143.696	1
P37	Neg1	Neg	1	6	6	8	6	1747.116	312.248	2
P38	Neg4	Neg	4	7	4	13	6	247.744	247.744	3
P38	Pos3	Pos	3	13	6	7	4	560.252	312.508	1
P38	Neg5	Neg	5	8	4	13	6	741.376	181.124	7
P38	Pos4	Pos	4	11	6	8	4	954.972	213.596	1
P38	Pos2	Pos	2	13	6	11	6	1199.404	244.432	1
P38	Neu1	Neu	1	7	4	13	6	1314.248	114.844	1
P38	Neg1	Neg	1	5	4	7	4	1478.436	164.188	6
P39	Neg1	Neg	1	2	1	8	7	315.116	315.116	7
P39	Pos4	Pos	4	8	7	2	1	576.84	261.724	7
P39	Pos2	Pos	2	14	1	8	7	734.532	157.692	1
P39	Neu1	Neu	1	14	1	14	1	784.02	49.488	1
P39	Neg5	Neg	5	2	1	14	1	937.22	153.2	1
P39	Neg4	Neg	4	2	1	2	1	1081.028	143.808	1
P39	Pos3	Pos	3	14	1	2	1	1192.752	111.724	1
P40	Neg4	Neg	4	2	4	6	4	466.188	466.188	4
P40	Pos4	Pos	4	11	3	2	4	767.404	301.216	1
P40	Pos3	Pos	3	13	4	11	3	1160.656	393.252	1
P40	Neg5	Neg	5	2	4	13	4	1459.424	298.768	1
P40	Pos2	Pos	2	8	4	2	4	1698.964	239.54	1
P40	Neu1	Neu	1	14	1	8	4	1963.74	264.776	4
P40	Neg1	Neg	1	12	4	14	1	2237.06	273.32	4
P41	Neg1	Neg	1	6	5	14	5	355.436	355.436	6
P41	Pos2	Pos	2	14	7	6	5	602.9159	247.4799	2
P41	Neg5	Neg	5	8	4	14	7	860.2637	257.3479	2
P41	Neg4	Neg	4	3	4	8	4	1152.636	292.372	2
P41	Neu1	Neu	1	14	1	3	4	1368.230	215.5945	4
P41	Pos4	Pos	4	13	3	14	1	1637.982	269.752	1
P41	Pos3	Pos	3	14	5	13	3	2014.102	376.12	2
P42	Neg4	Neg	4	4	6	10	2	280.548	280.548	6
P42	Pos4	Pos	4	14	1	4	6	485.828	205.28	5
P42	Pos2	Pos	2	8	7	14	1	745.264	259.436	6
P42	Neg5	Neg	5	8	6	8	7	978.932	233.668	7
P42	Neu1	Neu	1	13	4	8	6	1129.069	150.1365	2
P42	Neg1	Neg	1	10	1	13	4	1390.853	261.784	7
P42	Pos3	Pos	3	14	7	10	1	1724.873	334.02	5
P43	Neg1	Neg	1	2	7	4	4	146.336	146.336	4
P43	Pos2	Pos	2	14	7	2	7	316.188	169.852	3
P43	Neg4	Neg	4	8	4	14	7	465.836	149.648	1
P43	Neu1	Neu	1	11	3	8	4	631.94	166.104	2
P43	Pos3	Pos	3	8	5	11	3	857.484	225.544	1
P43	Pos4	Pos	4	12	6	8	5	989.188	131.704	1
P43	Neg5	Neg	5	3	7	12	6	1161.216	172.028	7
P45	Pos2	Pos	2	10	4	8	4	184.708	184.708	3
P45	Neu1	Neu	1	8	4	10	4	369.528	184.82	3
P45	Neg1	Neg	1	4	5	8	4	564.792	195.264	6
P45	Pos3	Pos	3	10	4	4	5	808.952	244.16	3
P45	Neg4	Neg	4	6	5	10	4	1043.852	234.9	5
P45	Pos4	Pos	4	10	5	6	5	1244.936	201.084	2
P45	Neg5	Neg	5	6	4	10	5	1493.672	248.736	2
P46	Neg4	Neg	4	7	5	9	5	243.92	243.92	5
P46	Neu1	Neu	1	7	3	7	5	497.996	254.076	3
P46	Pos2	Pos	2	14	6	7	3	724.372	226.376	5
P46	Pos4	Pos	4	14	7	14	6	920.868	196.496	6
P46	Neg5	Neg	5	5	5	14	7	1128.052	207.184	7
P46	Neg1	Neg	1	10	5	5	5	1329.012	200.96	5
P46	Pos3	Pos	3	12	6	10	5	1646.844	317.832	6
P47	Neu1	Neu	1	9	5	11	6	187.584	187.584	3
P47	Pos2	Pos	2	14	6	9	5	347.468	159.884	5
P47	Neg5	Neg	5	2	7	14	6	528.416	180.948	1
P47	Pos4	Pos	4	13	4	2	7	643.052	114.636	1
P47	Neg4	Neg	4	3	6	13	4	794.204	151.152	4
P47	Pos3	Pos	3	13	4	3	6	1004.52	210.316	1
P47	Neg1	Neg	1	4	3	13	4	1142.828	138.308	4
P48	Neu1	Neu	1	5	4	12	7	150.928	150.928	1
P48	Neg4	Neg	4	4	7	5	4	331.94	181.012	7
P48	Pos4	Pos	4	14	7	4	7	484.976	153.036	7
P48	Pos2	Pos	2	14	7	14	7	665.512	180.536	6
P48	Neg1	Neg	1	10	6	14	7	802.856	137.344	5
P48	Neg5	Neg	5	6	4	10	6	990.412	187.556	6
P48	Pos3	Pos	3	14	7	6	4	1270.58	280.168	7
P49	Neu1	Neu	1	13	7	8	4	168.968	168.968	1
P49	Neg4	Neg	4	3	4	13	7	292.816	123.848	1
P49	Pos4	Pos	4	7	3	3	4	400.796	107.98	1
P49	Neg5	Neg	5	5	5	7	3	538.896	138.1	1
P49	Neg1	Neg	1	14	5	5	5	662.408	123.512	1
P49	Pos3	Pos	3	5	4	14	5	817.88	155.472	1
P49	Pos2	Pos	2	5	5	5	4	948.524	130.644	1
P50	Pos2	Pos	2	8	4	8	4	143.892	143.892	1
P50	Neg1	Neg	1	8	5	8	4	264.668	120.776	1
P50	Neu1	Neu	1	8	1	8	5	359.212	94.544	1
P50	Neg4	Neg	4	10	5	8	1	476.836	117.624	5
P50	Neg5	Neg	5	8	5	10	5	615.972	139.136	1
P50	Pos4	Pos	4	10	4	8	5	723.232	107.26	1
P50	Pos3	Pos	3	10	5	10	4	873.328	150.096	1
P51	Pos2	Pos	2	14	5	8	5	218.108	218.108	2
P51	Pos3	Pos	3	11	5	14	5	486.52	268.412	2
P51	Neg1	Neg	1	8	4	11	5	691.08	204.56	1
P51	Neg4	Neg	4	4	4	8	4	910	218.92	2
P51	Pos4	Pos	4	14	5	4	4	1095.096	185.096	4
P51	Neg5	Neg	5	6	4	14	5	1308.948	213.852	5
P51	Neu1	Neu	1	11	1	6	4	1522.624	213.676	1
P52	Neg4	Neg	4	6	4	11	3	207.212	207.212	1
P52	Neg1	Neg	1	7	5	6	4	393.312	186.1	4
P52	Pos2	Pos	2	14	6	7	5	580.98	187.668	6
P52	Pos4	Pos	4	12	3	14	6	765.004	184.024	4
P52	Neg5	Neg	5	6	4	12	3	985.588	220.584	2
P52	Pos3	Pos	3	13	1	6	4	1240.528	254.94	4
P52	Neu1	Neu	1	6	3	13	1	1436.864	196.336	1
P53	Neu1	Neu	1	10	3	6	5	180.2	180.2	3
P53	Neg1	Neg	1	4	5	10	3	358.908	178.708	3
P53	Neg5	Neg	5	4	5	4	5	557.42	198.512	3
P53	Neg4	Neg	4	6	4	4	5	727.16	169.74	3
P53	Pos2	Pos	2	10	3	6	4	904.896	177.736	2
P53	Pos4	Pos	4	6	3	10	3	1079.288	174.392	3
P53	Pos3	Pos	3	10	3	6	3	1311.82	232.532	3
P54	Neg1	Neg	1	8	7	4	3	293.36	293.36	7
P54	Neu1	Neu	1	12	6	8	7	495.2622	201.9022	3
P54	Pos3	Pos	3	14	3	12	6	803.3902	308.128	1
P54	Pos2	Pos	2	14	3	14	3	962.6982	159.308	1
P54	Neg5	Neg	5	2	3	14	3	1221.478	258.78	1
P54	Neg4	Neg	4	6	3	2	3	1453.854	232.376	3
P54	Pos4	Pos	4	14	3	6	3	1722.170	268.316	1
P55	Pos3	Pos	3	12	4	8	5	249.744	249.744	1
P55	Neg4	Neg	4	6	5	12	4	374.024	124.28	1
P55	Neu1	Neu	1	8	4	6	5	474.872	100.848	1
P55	Pos4	Pos	4	10	5	8	4	598.816	123.944	1
P55	Neg1	Neg	1	6	5	10	5	713.612	114.796	1
P55	Neg5	Neg	5	6	4	6	5	821.352	107.74	1
P55	Pos2	Pos	2	10	3	6	4	928.916	107.564	1
P56	Pos4	Pos	4	13	5	11	4	125.288	125.288	1
P56	Pos2	Pos	2	12	5	13	5	193.364	68.076	1
P56	Neg4	Neg	4	6	5	12	5	318.444	125.08	1
P56	Neg5	Neg	5	2	6	6	5	419.484	101.04	1
P56	Neg1	Neg	1	4	5	2	6	535.8	116.316	1
P56	Pos3	Pos	3	13	5	4	5	652.34	116.54	1
P56	Neu1	Neu	1	8	4	13	5	714.32	61.98	1
P58	Neg4	Neg	4	2	4	12	6	183.94	183.94	4
P58	Pos2	Pos	2	11	4	2	4	362.252	178.312	1
P58	Neg1	Neg	1	2	4	11	4	521.336	159.084	1
P58	Pos4	Pos	4	13	4	2	4	656.508	135.172	1
P58	Neu1	Neu	1	10	2	13	4	816.792	160.284	1
P58	Neg5	Neg	5	2	4	10	2	976.052	159.26	1
P58	Pos3	Pos	3	12	5	2	4	1193.452	217.4	4
P59	Neu1	Neu	1	7	4	8	3	198.256	198.256	1
P59	Neg4	Neg	4	3	5	7	4	398.784	200.528	4
P59	Pos2	Pos	2	8	3	3	5	573.032	174.248	1
P59	Pos4	Pos	4	10	3	8	3	714.524	141.492	1
P59	Neg1	Neg	1	2	6	10	3	905.904	191.38	5
P59	Pos3	Pos	3	8	4	2	6	1147.508	241.604	1
P59	Neg5	Neg	5	2	5	8	4	1322.876	175.368	1
